ArticleId,Text,Category
90,bank set to leave rates on hold uk interest rates are set to remain on hold at 4.75% following the latest meeting of the bank of england.  the bank s rate-setting committee has put up rates five times in the past year but rates have been on hold since september amid signs of a slowdown. economic growth slowed in the previous quarter  as manufacturing output fell  while consumer confidence has slipped. there is also growing evidence that the previously booming uk housing market is now cooling.  house prices fell 0.4% in october  according to the nationwide  their biggest monthly fall since february 2001. last month  bank of england governor mervyn king said that the economy had hit a  softer patch  after rapid economic growth in the first half of 2004. richard jeffrey  chief economist at bridgewell securities  said it was very unlikely that the bank of england would put rates up again this time around.  there have been sufficient signs in the economy of a slowdown to stay the bank of england s hand   he told bbc radio 4 s today programme. however  mr jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked.  i still think interest rates are going up   he said.  we are not out of the woods.,business
904,telewest to challenge sky plus cable firm telewest is to offer a personal video recorder (pvr) in a set -top box to challenge sky plus.  sky plus is the market leader in the field of digital video recorders in the uk  with 474 000 subscribers. pvrs record tv programmes to a hard drive  letting viewers pause  and rewind live television and effectively  time shift  the viewing experience. a number of pvrs incorporating freeview digital terrestrial tv are also on the market but their success is limited. telewest s pvr will offer a 160gb hard drive  which has storage for up to 80 hours of programmes. the box has three tuners  which means viewers can record two channels simultaneously while watching a third channel.  sky plus boxes come in two versions - a 20gb version for £99 and a 160gb version for £399. sky also charges a £10 subscription fee to the service  unless viewers have a subscription to one of its premium packages. telewest has yet to reveal pricing for the new box or if it will be charging a subscription fee for the service.  eric tveter  president and chief operating officer at telewest broadband  said:  we will make our pvr set-top box available later this year  putting a stop to missed soaps  interrupted films and arguments over which programmes to record.  pvrs and recordable dvd players are set to replace video recorders as the standard method of recording and saving favourite tv programmes. last year  high street retailer dixons said it was going to stop selling vhs machines in favour of pvrs and recordable dvd machines. sky has said it aims to have 25% of its subscribers using sky plus by 2010 - it is predicting 10 million total subscribers by that date. it currently has 7.4 million subscribers  while telewest provides digital cable to 1.7 million customers.,tech
527,mourinho defiant on chelsea form chelsea boss jose mourinho has insisted that sir alex ferguson and arsene wenger would swap places with him.  mourinho s side were knocked out of the fa cup by newcastle last sunday before seeing barcelona secure a 2-1 champions league first-leg lead in the nou camp. but he denied his club was suffering a dip in form which league rivals arsenal and manchester united could exploit.  they cannot speak to us about blips because they re not in a better position than us   mourinho said.  do they want to change positions with us  we are top of the league by nine points and in the carling cup final.  the only thing they can say they are in a better position than us in is the fa cup.  in the champions league all three teams can either go through or go out but the one team that is in the best position is still chelsea.   mourinho said it was important to keep his team s results in perspective.  don t try to put pressure on me because i am never under pressure   he warned.  we have lost one important game this week - at newcastle - and we re out of the fa cup but i don t think a defeat in a first-leg tie is a real defeat. we are just 2-1 down at half-time.  asked if his chelsea honeymoon was now over  mourinho replied:  i have had 20 years of honeymoons with my wife.  the day that this club is not happy with me is the day that i go.,sport
1763,mps quiz aides over royal income senior officials at the two bodies generating private income for the queen and prince of wales are to be questioned by mps.  aides from the duchy of lancaster and duchy of cornwall will appear before the commons public accounts committee. it has been reported they could be questioned about prince charles  spending on camilla parker bowles. but bbc correspondent peter hunt said they are not responsible for how money is spent and may be unable to answer. duchy officials  who will appear before the committee on monday  are only responsible for generating money. the duchy of lancaster provides the queen s private income  while the duchy of cornwall provides prince charles  annual income. the duchy of cornwall is a 140 000-acre estate across 25 counties  and also includes residential properties  shops  offices  stocks and shares. it was set up in 1337 by king edward iii to provide income for successive heirs to the throne. it covers the cost of the prince s public and private life - neither charles  nor william and harry  receive taxpayers  money from the civil list. however  the prince of wales did receive over £4m from government departments and grants-in-aid in 2003-4. the duchy last year generated almost £12m. the prince has voluntarily paid income tax - currently 40% - since 1993.,politics
42,federer claims dubai crown world number one roger federer added the dubai championship trophy to his long list of successes - but not before he was given a test by ivan ljubicic.  top seed federer looked to be on course for a easy victory when he thumped the eighth seed 6-1 in the first set. but ljubicic  who beat tim henman in the last eight  dug deep to secure the second set after a tense tiebreak. swiss star federer was not about to lose his cool  though  turning on the style to win the deciding set 6-3. the match was a re-run of last week s final at the world indoor tournament in rotterdam  where federer triumphed  but not until ljubicic had stretched him for five sets.  i really wanted to get off to a good start this time  and i did  and i could really play with confidence while he still looking for his rhythm   federer said.   that took me all the way through to 6-1 3-1 0-30 on his serve and i almost ran away with it. but he came back  and that was a good effort on his side.  ljubicic was at a loss to explain his poor showing in the first set.  i didn t start badly  but then suddenly i felt like my racket was loose and the balls were flying a little bit too much. and with roger  if you relax for a second it just goes very quick   he said.  after those first three games it was no match at all. i don t know  it was really weird. i was playing really well the whole year  and then suddenly i found myself in trouble just to put the ball in the court.  but despite his defeat  the world number 14 was pleased with his overall performance.  i had a chance in the third  and for me it s really positive to twice in two weeks have a chance against roger to win the match.  it s an absolutely great boost to my confidence that i m up there and belong with top-class players.,sport
1364,calder fears for scottish rugby former scotland international finlay calder fears civil war at the sru could seriously hamper his country s rbs six nations campaign.  four members of the executive board  including the chairman  david mackay  have resigned after a simmering row. and calder said:  this is terrible news for every level of scottish rugby.  david is a successful businessman and i thought that if anybody could transform the negative atmosphere and rising debt level  it was him.  mackay s executive board has been in a power struggle with the general committee  which contains members elected by scotland s club sides.  he has been driven out by people who seem happier waging civil war than addressing the central issue that professional rugby can t be run by amateurs   said calder.   in fact  i don t understand why we are still having this argument 10 years after professionalism arrived.  but i don t believe the rest of the sru will take this lying down.  i think the banks will be dismayed at this decision and  ultimately  it is them who pull the strings.  so i wouldn t be surprised if they reviewed their position. but  in the wider picture  what message does this send out   he thought the work of scotland s coaches  who have been attempting to arrest the decline of the national side  would be made much more difficult.  matt williams and willie anderson must be wondering   what have we walked into here    said calder.  and we can now expect weeks of arguments and acrimony just at a time when we should be looking forward to the six nations championship.  i am very  very disappointed  more than you can imagine. why do so many scots have this knack of turning on each other when the going gets tough,sport
1418,blair buys copies of new band aid prime minister tony blair purchased two copies of the charity single band aid 20 in edinburgh on friday.  staff were surprised when the prime minister walked into hmv at 0900 gmt  accompanied by aides and local police.  when mr blair came in unannounced  we were all pretty gobsmacked   said hmv manager clive smith.  our customer helper approached him... it was only then we realised he wanted to buy copies of the band aid single  rather than the latest eminem album.  predicted chart-topper do they know it s christmas  is expected to sell at least 300 000 copies by the time the new chart is announced on sunday. however  the new version of the 1984 single is not going to be released in the us  despite being sold in many countries around the world. us record shops are stocking an import version of do they know it s christmas  which is said to be selling very well in los angeles and new york. the original track was released in the us  and reached number 13 in the singles chart. british stars who appear on the current recording  such as dido and coldplay s chris martin  are well-known to music fans across the atlantic  along with u2 frontman bono.  record company universal is responsible for the global distribution of the single  which will be available across europe  asia  south america and canada. but music fans in the us are still able to access the song and download it on band aid 20 s official website. in 1985  a group of high-profile american stars known as usa for africa came together to record their own fund-raising single  we are the world. the song was written by lionel richie and michael jackson  with quincy jones as producer. it topped the us charts for three weeks and went on win grammy awards for best record and song.  dionne warwick  diana ross and tina turner were among the line-up of performers. it is predicted that the band aid 20 song will sell 300 000 copies in the uk by the time the new chart is announced on sunday. the record is also tipped to become this year s christmas number one  as the original version did in 1984. proceeds from the sales are going towards relief for the darfur region of sudan and to combat hiv and aids across africa.,entertainment
643,borussia dortmund near bust german football club and former european champion borussia dortmund has warned it will go bankrupt if rescue talks with creditors fail.  the company s shares tumbled after it said it has  entered a life-threatening profitability and financial situation . borussia dortmund has posted record losses and missed rent payments on its westfallen stadium. chief executive gerd niebaum stepped down last week and creditors are now pushing for greater control. shares in borussia dortmund  germany s only stock-market listed football club  dropped by almost 23% to 2.05 euros during early afternoon trading.  fund manager florian hamm - borussia dortmund s largest investor - said he would only invest more money in the company if he got a greater say in how it is run.  i demand better transparency   he is quoted as saying by germany s manger magazin. the club has also faced calls to appoint executives from outside the club.  borussia dortmund posted a record loss of 68m euros ($89m; £47m) in the 12 months through june. it made a loss of 27.2m euros in the first half of the current fiscal year and said that total debts will increase to 134.7m euros by the middle of 2006 unless a restructuring plan is pushed through.  this is the bill for their mismanagement over the past years   said hvb analyst peter-thilo halser. the club appointed an auditor  who has recommended a number of steps  including deferring the rent due on the stadium and suspending debt repayments until at least the 2006-2007 fiscal year. stephen schechter  a uk investment banker who has held talks with borussia dortmund over a possible bond sale  said the club needs a capital injection of 35m euros.  they need strong people on the board who do not have a history with the club   he said.,business
40,german growth goes into reverse germany s economy shrank 0.2% in the last three months of 2004  upsetting hopes of a sustained recovery.  the figures confounded hopes of a 0.2% expansion in the fourth quarter in europe s biggest economy. the federal statistics office said growth for the whole of 2004 was 1.6%  after a year of contraction in 2003  down from an earlier estimate of 1.7%. it said growth in the third quarter had been zero  putting the economy at a standstill from july onward. germany has been reliant on exports to get its economy back on track  as unemployment of more than five million and impending cuts to welfare mean german consumers have kept their money to themselves. major companies including volkswagen  daimlerchrysler and siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. according to the statistics office  destatis  rising exports were outweighed in the fourth quarter by the continuing weakness of domestic demand.  but the relentless rise in the value of the euro last year has also hit the competitiveness of german products overseas. the effect has been to depress prospects for the 12-nation eurozone as a whole  as well as germany. eurozone interest rates are at 2%  but senior officials at the rate-setting european central bank are beginning to talk about the threat of inflation  prompting fears that interest rates may rise. the ecb s mandate is to fight rising prices by boosting interest rates - and that could further threaten germany s hopes of recovery.,business
1518,tory backing for id cards the tories are to back controversial government plans to introduce id cards.  the shadow cabinet revealed its support ahead of next week s commons vote on a bill to introduce compulsory id. the decision follows a  tough meeting  where some senior tories argued vociferously against the move  party sources told the bbc. the bill  which ministers claim will tackle crime  terrorism and illegal immigration  is expected to be opposed by the liberal democrats.  they have said the scheme is  deeply flawed  and a waste of money. sources within the conservative party told the bbc michael howard has always been in favour of id cards  and tried to introduce them when he was home secretary. the party has been  agnostic  on the issue until now but had now decided to come off the fence  the tory source said. despite giving their backing to id cards  the conservatives insisted they would hold ministers to account over the precise purpose of the scheme.  they said they would also press labour over whether objectives could be met and whether the home office would deliver them. and they pledged to assess the cost effectiveness of id cards and whether people s privacy would be properly protected.  it is important to remember that this bill will take a decade to come into full effect   a spokesman said.  it will do nothing to solve the immediate problems of rising crime and uncontrolled immigration.   lib dem home affairs spokesman mark oaten said:  this has all the signs of michael howard overruling colleagues  concerns over id cards.  the tories should have the courage to try and change public opinion not follow it.  the new chairman of the bar council  guy mansfield qc warned there was a real risk that people on the  margins of society  would be driven into the hands of extremists.  what is going to happen to young asian men when there has been a bomb gone off somewhere  they are going to be stopped. if they haven t [id cards] they are going to be detained.,politics
2046,benitez delight after crucial win liverpool manager rafael benitez admitted victory against deportivo la coruna was vital in their tight champions league group.  jorge andrade s early own goal gave liverpool a 1-0 win. and benitez said:  we started at a very high tempo and had many chances. it is a very important win for us and we could have scored more goals.  we were very good defensively and also good on the counter attack. we are pleased but move on to the next game.  igor biscan was outstanding in midfield after replacing injured xabi alonso  and benitez said:  he played very well.  it is important to have all the players ready and a good squad so you can play more games at a high level.  benitez added:  it is all back in our own hands now  it was a great win for us and i was delighted with what i feel was the best liverpool i have seen.  as far as my feelings about winning in spain  that is really not important.  i want to see us win away matches in the champions league  that it was in spain was not my first consideration.  as far as i am concerned it is important for liverpool to win  it is not important in what country it is in.  benitez added: benitez said:  we had a problem before the start  it was decided that xabi could not play more than 45 minutes.  but in the end because of the way that (dietmar) hamann and (igor) biscan performed  we did not need to change things until right at the end of the match.  depor are a good team and if you allow them to keep possession they can be very dangerous indeed.  but we knew that if we hit them on the counter-attack it would make them nervous  and that is how it worked out.  deportivo coach javier irureta said:  liverpool played very well and we just could not break them down.  i know we have now gone six games at home in europe without scoring  but that does not reflect our overall performances.  but this time we did not play well and we lacked imagination.  the goal was a bad mistake and a big blow to our confidence. players who usually want the ball at that stage did not want it.  i know we are bottom of the group  but as long as there is hope of qualifying  we will hang on to that.,sport
464,dozens held over id fraud site twenty-eight people  including a briton  have been arrested after a global operation against a website allegedly involved in identity fraud.  those arrested are accused of operating shadowcrew.com  which investigators claim was a global clearing house for criminals involved in credit card fraud. a 19-year-old man from camberley  surrey  was arrested by the national hi-tech crime unit but has been bailed. operation firewall  led by the us secret service  involved seven nations. the british teenager was arrested on wednesday but details only emerged on friday. he has now been bailed to return to a surrey police station in december. all 28 people detained globally are suspected of being involved in an internet-based network which stole people s identities and used computers and websites to defraud credit card companies. the authorities in the us  who have indicted 19 people in newark  new jersey  estimate the fraud caused losses of more than $4m. assistant us attorney scott christie said several people had been arrested in argentina  bulgaria  canada  estonia  poland and sweden. mr christie said one of the ringleaders was believed to be a russian  anatoly tyukanov.  investigators from 30 law enforcement agencies worldwide spent 15 months looking into the activities of three websites - shadowcrew  carderplanet and darkprofits. the us secret service was first tipped off in july 2003. an nhtcu spokeswoman said the american investigators went undercover on the shadowcrew website and discovered some of the site s 4 000 members were using it for organised crime purposes.  she said criminals were using the websites to traffic counterfeit credit cards and false identification information and documents such as credit cards  driver s licences  passports and birth certificates. the websites shared tips on how to commit fraud and provided a forum by which people could buy the information and tools they needed to commit such crime  she said. the shadowcrew site  which has now been taken over by the us secret service  listed several discussion groups  in english and russian  including one on hacking  spam and online anonymity tools. the head of the nhtcu  acting detective chief superintendent  mick deats  said:  this investigation has resulted in the significant disruption of organised criminals using the internet for profit.   we believe that the suspects have trafficked at least 1.7 million stolen credit card numbers  leading to losses by financial institutions running into the millions.  chief supt deats went on to warn:  the internet offers huge legitimate benefits for modern society; however with it brings powerful opportunities for those seeking to abuse those benefits for criminal gain.  your identity is one of the most precious commodities. criminals who try to steal the personal and financial information of ordinary citizens as well as the confidential and proprietary information of companies engaged in e-commerce  will be targeted by law enforcement.,tech
180,arsenal  may seek full share listing  arsenal vice-chairman david dein has said the club may consider seeking a full listing for its shares on the london stock exchange.  speaking at the soccerex football business forum in dubai  he said a full listing was  one of the options  for funding after the club moves to its new stadium. the club - which is currently listed on the smaller ofex share exchange - is due to move into its new 60 000-seater emirates stadium at ashburton grove for the start of the 2006/07 season. mr dein also warned the current level of tv coverage of the premiership may be reaching saturation level  with signs that match attendances have been dropping off in the first few months of this season.  when arsenal moves to its new stadium it will see its proportion of turnover from media earnings drop from 52% this season to 34% in two years  time. the club is hoping to increase matchday earnings from 29% to 40% of turnover  and has not ruled out other money-earning means  including a full share listing.  when the new stadium opens we will go through a thorough financial review   mr dein said.   listing would be one option  but we are flexible and no decisions have been made on that issue yet.  we want to be in the best financial health - maybe clubs can do it (listing)  manchester united have been a success.   mr dein said that  although television money and coverage had driven the english game forward in the past 10 years  he feared there might now be too many games being shown. since the formation of the premier league in season 1992/93  premiership clubs have seen their income from television soar.  television has been the driving force over the past 10 years... but we must constantly improve if we want to remain as the world s leading league competition.  we must monitor the quality of the product and ensure attendances do not decline  and we must balance that with the quantity of exposure on tv too.  i think we have practically reached saturation point... sometimes i think less is more.   the club is funding its move to ashburton grove through a number of sources  including debt from banks  from money it already has and will receive in coming years from sponsors  and from the sale of surplus property  including its highbury stadium. it is also looking to create new revenue streams from overseas markets  including asia.  we have two executives travelling round japan and china at the moment building relationships with organisations and clubs  and we know our supporters clubs are growing there too  as they are around the world.  we have got a very good product  so it is very important we go and look at these markets  and make sure we are on the case.,business
476,prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,entertainment
2017,what high-definition will do to dvds first it was the humble home video  then it was the dvd  and now hollywood is preparing for the next revolution in home entertainment - high-definition.  high-definition gives incredible  3d-like pictures and surround sound. the dvd disks and the gear to play them will not be out for another year or so  and there at are still a number of issues to be sorted out. but when high-definition films do come out on the new format dvds  it will profoundly change home entertainment. for rick dean  director of business development for digital content company thx  a high-definition future is an exciting prospect. he has worked on the star wars dvd trilogy  finding nemo  the incredibles and indiana jones.  there was a time not so long ago when the film world and the video world were two completely separate worlds   he told the bbc news website.   the technology we are dealing with now means they are very much conjoined.  the film that we see in theatres is coming from the same digital file that we take the home video master   he says. but currently  putting a master feature film onto dvd requires severe compression because current dvd technology cannot hold as much as high-definition films demand.  as much as you compress the picture data rate wise  you also take qualities away from the picture that we fight so hard to keep in the master   he explains.  i would love to be able to show people what projects that we worked on really look like in the high-def world and i find it very exciting.   high-definition dvds can hold up to six times more data than the dvds we are used to. it will take time though to persuade people who spent money on dvd players to buy the different players and displays required to watch high-definition dvds in 18 months  time. mr dean is confident though:  i think if they see real hd [high-definition]  not some heavily compressed version of it  there is such a remarkable difference.  i have heard comments from people who say the images pop off the screen.   high-definition will mean some changes for those working behind the scenes too. on the whole  producing films for high-definition dvds will be easier in some ways because less compression is needed. equally  it may mean hollywood studios ask for more to be put onto the average dvd.  when we master movies right now  our data rates are running at about 1.2 gigabits per second   says mr dean.  our dvds that we put out today have to be squashed down to about five or six megabits per second.  that s a huge amount of compression that has to be applied - about 98%. so if you have anything that allows more space  you don t have to compress so hard.  studios could fit a lot more marketing material  games  and features  onto high-capacity dvds. currently  an entire dvd project can take up to three months  says mr dean. although the step of down-converting will be bypassed  this will realistically only save a day s work  says mr dean. one of the most time consuming elements is building dvd navigation and menu systems. on the fairly complex star wars disks  making sure the menu buttons worked took 45 human hours alone. if studios want to cash in on the extra space  it could mean extra human hours  for which someone has to pay.  if the decision on the studio side is that they are going to put a lot more on these disks  it could be more expensive because of all the extra navigation that is required.  and if studios do focus on delivering more  added value content   thinks mr dean  ultimately it could mean that they will want more money for it. those costs could filter down to the price ticket on a high-definition dvd. but if the consumer is not willing to pay a premium price  studios will listen  thinks mr dean.  high-definition throws up other challenge to film makers and dvd production alike. more clarity on screen means film makers have to make doubly sure that attention to detail is meticulous.  when we did the first hd version of star wars episode i  everybody was very sun-tanned  but that was make-up.  in the hd version of episode i  all these make-up lines showed up   explains mr dean. the restoration of the older star wars episodes revealed some interesting items too.   there are scans of a corridor [on the death star] and fairly plainly in one of those shots  there is a file cabinet stuck behind one of the doorways.  you never used to be able to see it because things are just blurred enough during the pan that you just didn t see it.  what high-definition revolution ultimately means is that the line between home entertainment and cinema worlds will blur. with home theatre systems turning living rooms into cinemas  this line blurs even further. it could also mean that how we get films  and in what format  will widen.  in the future we are going to look towards file delivery over ip [internet protocol - broadband]  giving a dvd-like experience from the set-top box to the hard drive   says mr dean. but that is some time off for most  and for now  people still like to show off something physical in their bookshelves.,tech
315,two nigerian banks set to merge nigerian banks united bank of africa and standard trust bank have agreed plans to merge and create the biggest bank in west africa.  the deal is also in line with a 2004 directive from the nigerian central bank that called for more consolidation in the nation s crowded banking sector. the merger was announced in a statement on standard trust s website on tuesday  but no financial details were revealed. united bank is the third biggest in nigeria in terms of number of branches. standard trust is smaller but more profitable.  the boards of united bank and standard trust  at separate meetings yesterday  approved arrangements to merge both institutions   standard trust said. standard trust is 100% nigerian-owned  but united bank has some foreign investors  including new york-based global depository receipts (32.8%)  and banca nazionale del lavoro and monte del paschi di siena  both from italy  who each have a 2.4% stake.,business
96,dent continues adelaide progress american taylor dent reached the final of the australian hardcourt event in adelaide with a crushing 6-1 6-1 win over argentine juan ignacio chela.  dent will meet swede joachim johansson on sunday after the second seed survived a tense tie-break to defeat belgium s olivier rochus 6-1 7-6 (7/5). johansson  the boyfriend of lleyton hewitt s sister jaslyn  received strong crowd support on saturday.  it feels like home for me  because jaslyn lives here   said johansson. rochus was leading 5-4 in the second set tiebreak but his concentration was ruffled by a disputed line call and the match slipped away.  it was so close - one mistake like this and the match is over  it s tough. for me  it was clearly out   rochus said.,sport
1079,stalemate in pension strike talks talks aimed at averting national strikes over pension reforms have ended without agreement after 90 minutes.  five public sector unions met deputy prime minister john prescott at the labour spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4 million workers could take part in strikes earmarked for 23 march. discussions will resume next week.  a spokesman for unison  britain s biggest union  said after saturday s meeting:  at least we are still talking.  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. the five unions which met mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april.  privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.,politics
947,tories outlining policing plans local communities would be asked to go to the polls to elect their own area police commissioner  under plans unveiled by the conservatives.  party leader michael howard said the new role would replace  inconspicuous  police authorities. he said the new office would not supersede the job of a chief constable. the lib dems said the plan could let extreme groups run policing  while labour criticised  extravagant  tory promises on policing.  responding to the plans  the chairman of the police federation of england and wales  which represents rank and file officers  said it was essential operational independence was retained.  jan berry said:  it is a service  not a political football to be kicked around every time an election approaches.  these plans could result in those with extreme political views dictating what actually happens on the ground   she warned. outlining his crime manifesto  mr howard said elected police commissioners would be more accountable than police authorities which are made up of local councillors and magistrates.  the commissioner will have the powers which existing police authorities have   he told bbc radio 4 s today programme.  the trouble is  and it s no reflection on the people who are on the police authority - they are good people - but hardly anyone knows who they are.  mr howard said the authorities were not  providing the local accountability that we want to see  and that elected police commissioners would be more visible.  critics fear the move could hand control of the police to single-issue campaigners who would ignore the needs of the wider community. lord harris  who sits on the executive of association of police authorities  said the plans seemed to suggest chief constables should be told what to do by a single politician.  that is overturning nearly 200 years of the way in which we have organised policing in this country to avoid the politicisation of policing decisions   he said.  liberal democrat home affairs spokesman mark oaten said the plan was dangerous and  could create conflict between chief constables and elected officials . mr oaten said local people had too little control over policing but a far better solution would be for elected councillors to draw up a  minimum policing guarantee  with their chief constables. a labour party spokesman criticised michael howard s record  saying police numbers had fallen by 1 132 when he was home secretary. he said:  today the tories are making more extravagant promises on the police without making clear how they would pay for them  other than through fantasy savings to the asylum system.  the tories insists the commissioner role would not be like that of an american sheriff. other tory law and order plans include building more prisons and making criminals serve full jail sentences.,politics
1742,us state acts to stop  spammers  us state texas has filed a lawsuit against two men believed to be among the world s top five spammers.  it is seeking millions of dollars in damages in a civil lawsuit filed earlier this week. the texas attorney general said it started the legal action as messages sent by the alleged spammers broke three laws governing e-mail marketing. the company named in the lawsuit denied any wrongdoing and said it complied with all relevant laws.  the texas lawsuit was filed against ryan samuel pitylak  a university oftexas student  and mark stephen trotter of california. both are thought to be the top executives in three companies - payperaction llc.  leadplex llc. and leadplex inc - that are suspected of sending out many millions of unwanted e-mail messages.  illegal spam must be stopped   said greg abbott  texas attorney general announcing the legal action.  spam is one of the most aggravating and pervasive problems facing consumers today.  the attorney general alleges that messages sent by mr pitylak and mr trotter s companies broke the 2003 controlling the assault of non-solicited pornography and marketing act (can-spam) as well as the texas electronic mail and solicitation act and texas deceptive trade practices act. all three acts confer cash penalties for each violation of their terms. if the men are found guilty and all penalties are applied  the two men could face a damages bill running into millions. mr abbott said the messages sent by the pair broke laws by using misleading subject lines  not identifying themselves as adverts and offering services for which they had no licence to do so in texas. lawyers for the alleged spammers said the lawsuit was groundless and the two men would defend themselves strongly against the accusations.  leadplex and payperaction are legitimate internet marketing companies that are in complete compliance with the federal can-spam act   said lin hughes  speaking on behalf of mr pitylak and mr trotter. in a similar move the us federal trade commission (ftc) has won a court order that stops an international group of spammers sending sexually explicit e-mail. the ftc took the action because the messages being sent violated several parts of the can-spam act. in particular  the pornographic messages did not identify themselves as being sexually explicit  had deceptive subject headings  did not have working opt-out mechanisms  failed to mention they were adverts and did not give the sender s real world address. the court order stops the spammers sending e-mail and freezes assets prior to a hearing on a permanent injunction.,tech
972,gates opens biggest gadget fair bill gates has opened the consumer electronics show (ces) in las vegas  saying that gadgets are working together more to help people manage multimedia content around the home and on the move.  mr gates made no announcement about the next generation xbox games console  which many gadget lovers had been hoping for. about 120 000 people are expected to attend the trade show which stretches over more than 1.5 million square feet and runs from 6 to 9 january. the latest trends in digital imaging  storage technologies  thinner flat screen and high-definition tvs  wireless and portable technologies  gaming  and broadband technologies will all be on show over the three days.  mr gates said that a lot of work had been done in the last year to sort out usability and compatibility issues between devices to make it easier to share content.   we predicted at the beginning of the decade that the digital approach would be taken for granted - but there was a lot of work to do.  what is fun is to come to the show and see what has been done. it is going even faster than we expected and we are excited about it.  he highlighted technology trends over the last year that had driven the need to make technology and transferring content across difference devices  seamless .  gaming is becoming more of a social thing and all of the social genres will use this rich communications.  and if we look at what has been going on with e-mail  instant messaging  blogging  entertainment - if we can make this seamless  we can create something quite phenomenal.   mr gates said the pc  like microsoft s media centre  had a central role to play in how people would be making the most out of audio  video and images but it would not be the only device.  it is the way all these devices work together which will make the difference   he said. he also cited the success of the microsoft xbox video game halo 2  released in november  which pushed xbox console sales past playstation in the last two months of 2004 for the first time in 2004. the game  which makes use of the xbox live online games service  has sold 6.23 million copies since its release.  people are online and playing together and that really points to the future   he said. several partnerships with device and hardware manufacturers were highlighted during mr gates  speech  but there were few major groundbreaking new technology announcements. although most of these affected largely us consumers  the technologies highlighted the kind of trends to come. these included what mr gates called an  ecosystem of technologies   like sbc s iptv  a high-definition tv and digital video recorder that worked via broadband to give high-quality and fast tv. there were also other deals announced which meant that people could watch and control content over portable devices and mobile phones.  ces features several more key speeches from major technology players  such as intel and hewlett packard  as well as parallel conference sessions on gaming  storage  broadband and the future of digital music. about 50 000 new products will be unleashed at the tech-fest  which is the largest yet. consumer electronics and gadgets had a phenomenal year in 2004  according to figures released by ces organisers the cea on tuesday. the gadget explosion signalled the strongest growth yet in the us in 2004. that trend is predicted to continue with wholesale shipments of consumer technologies expected to grow by 11% again in 2005.,tech
